index,palce,url,is_accessibility,rating,n_reviews,address,price,idx_category,description,lat,long,Coordinate,Is_accessibility,category
69,Monumen Perjuangan Bangsal Bali,"https://www.google.com/maps/place/Monumen+Perjuangan+Bangsal+Bali/@-8.6109502,115.1576678,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd23927c1b3ec71:0x802c02d70826b778!8m2!3d-8.6109502!4d115.1756922!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgETaGlzdG9yaWNhbF9sYW5kbWFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOcFowMVFjbU5CRUFF4AEA!16s%2Fg%2F1hm4_mq3j?entry=ttu",0,4.5,485,"Bangsal, Gaji, Jl. Raya Padang Luwih No.2, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80351",15000,0,"This monument was built to commemorate the struggle of the Balinese people in defending Indonesian independence. The Bangsal Bali Struggle Monument symbolizes the courage and fighting spirit of the Balinese people, and is often visited to understand more about the history of the Balinese struggle.",-8.610207646,115.175821,"-8.610207646404486, 115.17582099003904",FALSE,Sejarah
70,Pantai Munggu,"https://www.google.com/maps/place/Pantai+Munggu/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd2380d3a2294d3:0xcb6813ea77a91d77!8m2!3d-8.6484082!4d115.1169257!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5DZFdFeVgwVlJFQUXgAQA!16s%2Fg%2F11clr_wwq3?entry=ttu",0,4.5,628,"Munggu, Kec. Mengwi, Kabupaten Badung, Bali",15000,2,"A beach with black sand and waves suitable for surfing. Munggu Beach offers a quieter atmosphere compared to other beaches in Canggu, providing a more peaceful experience for visitors.",-8.61197986,115.111849,"-8.611979860195822, 115.11184898749904",FALSE,Pantai
71,Pantai Kelan,"https://www.google.com/maps/place/Pantai+Kelan/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd2446ab65f442f:0xe4a98359ab0e3b85!8m2!3d-8.7551201!4d115.166502!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5DZUhKbGVXeFJSUkFC4AEA!16s%2Fg%2F11b6cw3x7z?entry=ttu",0,4.5,935,"Tuban, Kec. Kuta, Kabupaten Badung, Bali",15000,2,"The beach is located close to Ngurah Rai Airport, offering views of planes taking off and landing. Kelan Beach is an interesting place to enjoy the beach while watching the flight activity up close.",-8.731447945,115.1557943,"-8.731447945235052, 115.15579429861006",FALSE,Pantai
72,Bunut Bolong,"https://www.google.com/maps/place/Bunut+Bolong/@-8.3863779,114.296927,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd3d53a102c0ce5:0xd9ce15bece2d822c!8m2!3d-8.3863779!4d114.8737092!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJMYzNCRFFtdFJSUkFC4AEA!16s%2Fg%2F11bcf36v5g?entry=ttu",0,4.5,945,"JV7C+7F, Desa Manggisari, Manggissari, Kec. Pekutatan, Kabupaten Jembrana, Bali 82262",15000,4,"Bunut Bolong is a giant bunut tree in the village of Manggisari in Jembrana, West Bali. This very old giant bunut tree is a natural landmark that is sacred by the locals. They believe the tree is centuries old. The word ""Bunut"" is a Balinese word for a certain type of tree that has characteristics similar to banyan trees, and the word ""Bolong"" means ""hole"", thus the word ""Bunut Bolong"" means a Bunut tree that has a hole in it. At first glance, when we hear the name, we can already imagine that Bunut is a tree that has similar characteristics to a banyan tree, but the roots that hang from the trunk directly touch the ground, becoming a new trunk with beautiful curves, and uniquely in the middle of the tree there is a hole. As if it were like an alley, the diameter of which could allow vehicles to pass freely, seen from a distance as if straddling the paved road that was between its two halves. This unique Balinese landmark is located in a cool highland area. Fog often occurs in the morning and evening. This adds a magical aura to the site. Bunut Bolong is practically a highlight in the middle of the trip. ",-8.354449339,114.8778291,"-8.354449338905136, 114.87782908124892",FALSE,Taman
73,Taman Pecangakan - Negara,"https://www.google.com/maps/place/Taman+Pecangakan+-+Negara/@-8.3581142,114.6342136,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1620e7e11b29d:0x8aae521ba180653d!8m2!3d-8.3581195!4d114.6367885!16s%2Fg%2F11b6hv2l3z?entry=ttu",0,4.5,1301,"JJRP+QP3, Jl. Surapati, Dauhwaru, Kec. Jembrana, Kabupaten Jembrana, Bali 82218",15000,4,"A city park that offers a large green space with various recreational facilities. Pecangakan Park is a popular place to relax, play and enjoy the natural atmosphere in the center of Negara city.",-8.35784882,114.6367885,"-8.35784882038294, 114.63678850000001",FALSE,Taman
74,Pantai Masceti,"https://www.google.com/maps/place/Pantai+Masceti/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd2145a24fd3a83:0xb6a3cdb6afff4f1c!8m2!3d-8.5946021!4d115.3459371!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNeWJUUnFTR1ZCRUFF4AEA!16s%2Fg%2F11cjhz2dxf?entry=ttu",0,4.5,1435,"Medahan, Kec. Blahbatuh, Kabupaten Gianyar, Bali",15000,2,"This beach is famous for its black sand and serene atmosphere. Located near Masceti Temple, the beach offers a wide view of the ocean and is often used by locals for religious ceremonies. It is a great place to relax and enjoy the unspoiled beauty of the beach.",-8.561737662,115.3411886,"-8.56173766205518, 115.34118857985972",FALSE,Pantai
75,Tanjung Benoa Beach,"https://www.google.com/maps/place/Tanjung+Benoa+Beach/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd243baf5ddb4a7:0x3617f534f05b65b9!8m2!3d-8.7564753!4d115.2221797!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBDHB1YmxpY19iZWFjaJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGVYWlRibkZCUlJBQuABAA!16s%2Fg%2F11cjhyz0sn?entry=ttu",0,4.5,2802,"Jl. Segara Kidul No.3x, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",15000,2,"The beach is known as the center of water sports in Bali. Tanjung Benoa Beach offers a variety of activities such as parasailing, jet skiing and banana boat. The beach also has calm waters, ideal for snorkeling and diving.",-8.721946196,115.2217123,"-8.721946195575656, 115.22171226527662",FALSE,Pantai
76,Taman Nasional Bali Barat,"https://www.google.com/maps/place/Taman+Nasional+Bali+Barat/@-8.1276114,113.8985579,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd143657d50a467:0xc6efbc99a654d0b2!8m2!3d-8.1276114!4d114.4753401!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgENbmF0aW9uYWxfcGFya5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOS2VXSTJabEJCRUFF4AEA!16s%2Fm%2F0274x7y?entry=ttu",0,4.5,3197,"VFCG+X44, Sumber Klampok, Bali",30000,4,"Area of protected coastline & the surrounding waters, last remaining habitat of the Curik Bali.",-8.088863863,114.4602339,"-8.088863862851664, 114.46023390763784",FALSE,Taman
77,Pantai Batu Belig,"https://www.google.com/maps/place/Pantai+Batu+Belig/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd24774c0a631b1:0x9d16e84a9b99cabd!8m2!3d-8.6742449!4d115.1459553!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIxZWw5eVFuUkJSUkFC4AEA!16s%2Fg%2F11byfljfj1?entry=ttu",0,4.5,3961,"Jl. Batu Belig, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",15000,2,"A golden-sand beach located near the Seminyak area. Batu Belig Beach offers a more relaxed atmosphere than its neighboring beaches, perfect for enjoying the sunset and strolling along the beach.",-8.641850439,115.1461813,"-8.641850439286543, 115.14618126180454",FALSE,Pantai
78,Pantai Petitenget,"https://www.google.com/maps/place/Pantai+Petitenget/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd2470fba33f4eb:0x77f7f6be668440c7!8m2!3d-8.6823579!4d115.150964!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU15ZURkeFVVZFJFQUXgAQA!16s%2Fg%2F11cjj07gjc?entry=ttu",0,4.5,4218,"Seminyak, Kec. Kuta, Kabupaten Badung, Bali",15000,2,This beach is famous for its golden sand and is one of the best spots to watch the sunset. Petitenget Beach is also known for its historic Petitenget Temple which hosts Hindu religious ceremonies.,-8.65406954,115.1516744,"-8.654069539982544, 115.1516744256934",FALSE,Pantai
79,Pantai Sanur,"https://www.google.com/maps/place/Pantai+Sanur/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd241c1ce0912c1:0xf026af7177f0d541!8m2!3d-8.7071782!4d115.2626236!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBBWJlYWNomgEgQ2hSRFNVaE5NRzluUzBWSlEwRm5TVU5QZUMxNGVoQULgAQA!16s%2Fm%2F03wdl19?entry=ttu",0,4.5,5361,Bali,15000,2,"Sanur Beach is one of the famous tourist beaches on the island of Bali. It is located to the east of Denpasar, the capital of Bali. Sanur Beach is also known as Sunrise Beach as opposed to Kuta Beach.",-8.624074703,115.2572733,"-8.62407470272847, 115.25727329963983",FALSE,Pantai
80,Teluk Gilimanuk,"https://www.google.com/maps/place/Teluk+Gilimanuk/@-8.1276114,113.8985579,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd1438fa452c6cd:0x1c1f4d3d84deff34!8m2!3d-8.1647082!4d114.438644!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJFYkdWNllsTkJFQUXgAQA!16s%2Fg%2F1q5gvw28l?entry=ttu",1,4.5,252,"Gilimanuk, Kec. Melaya, Kabupaten Jembrana, Bali 82252",50000,1,"The bay is the main entrance to Bali from Java. Gilimanuk Bay offers beautiful scenery and rich marine life, ideal for snorkeling and diving.",-8.126931651,114.4259016,"-8.1269316508435, 114.42590163333234",TRUE,Wisata Alam
81,Museum Pasifika Bali,"https://www.google.com/maps/place/Museum+Pasifika+Bali/@-8.8001117,115.1946588,14z/data=!4m10!1m2!2m1!1smuseum+di+bali!3m6!1s0x2dd241bee15fb345:0x36c6dce41ae717e7!8m2!3d-8.8001117!4d115.2307077!15sCg5tdXNldW0gZGkgYmFsaVoQIg5tdXNldW0gZGkgYmFsaZIBCmFydF9tdXNldW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUmxkMW90YzBWUkVBReABAA!16s%2Fm%2F0gk_1dh?entry=ttu",1,4.5,558,"Complex Bali Tourism Development Corporation (BTDC) Area Block P, Benoa, South Kuta, Badung Regency, Bali 80361",50000,0,Kid-friendly museum featuring 11 pavilions devoted to different genres of Asian-Pacific art.,-8.797863955,115.230536,"-8.797863955354758, 115.23053602664925",TRUE,Sejarah
82,Patung Garuda Wisnu Kencana,"https://www.google.com/maps/place/Patung+Garuda+Wisnu+Kencana/@-8.8141083,115.1640391,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd244b5401fddef:0xfaf0a4cd8d840fd7!8m2!3d-8.8141136!4d115.166614!16s%2Fg%2F11b6yb61rv?entry=ttu",1,4.5,7833,"55P8+9J5, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",100000,0,"Garuda Wisnu Kencana Cultural Park (Indonesian: Taman Budaya Garuda Wisnu Kencana), or GWK, is a tourist destination and attraction located at Ungasan, Badung on the island of Bali, Indonesia, about 10–15 minutes drive from Ngurah Rai International Airport. It is devoted to the Hindu god Vishnu, and his mount, Garuda, the mythical bird who became his companion.",-8.813906858,115.1666569,"-8.813906858300847, 115.1666569153429",TRUE,Sejarah
83,Taman Lumintang Denpasar,"https://www.google.com/maps/place/Taman+Lumintang+Denpasar/@-8.6359218,115.1949631,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd23f69e6da0fcb:0xf642bf47db9fd60b!8m2!3d-8.6359218!4d115.2129875!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEJY2l0eV9wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJFWHpnMllVZG5FQUXgAQA!16s%2Fg%2F11b6hpx1lz?entry=ttu",1,4.5,10412,"Dauh Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80233",15000,4,"Landscaped garden set around a lake, with a jogging track, a playground & weekend fountain shows.",-8.634670149,115.213245,"-8.634670148680414, 115.21324503606765",TRUE,Taman
84,Singsing kelod waterfall,"https://www.google.com/maps/place/Singsing+kelod+waterfall/@-8.4417528,115.0345993,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd22f9abcb16a13:0x7adf3b99f6a844e5!8m2!3d-8.4417581!4d115.0392127!16s%2Fg%2F11fm3yb7v9?entry=ttu",0,4.6,7,"H25Q+7MW, Manikyang, Kec. Selemadeg, Kabupaten Tabanan, Bali 82162",15000,1,"A waterfall with clear and fast flowing water, located in the middle of a tropical forest. Singsing Kelod Waterfall is the perfect place for trekking and enjoying the unspoiled beauty of nature.",-8.441529929,115.0392342,"-8.441529929131915, 115.03923415767144",FALSE,Wisata Alam
85,Monumen G20,"https://www.google.com/maps/place/Monumen+G20/@-8.7220463,115.1712864,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd241be31d79ee5:0xabe0b6808c973765!8m2!3d-8.7220463!4d115.1893108!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgETaGlzdG9yaWNhbF9sYW5kbWFya5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNdE5pMHpVR2hCUlJBQuABAA!16s%2Fg%2F11tft02r17?entry=ttu",0,4.6,9,"75HQ+5PM, Pemogan, Denpasar Selatan, Kota Denpasar, Bali",15000,0,The monument was built to commemorate the G20 Summit meeting held in Bali in 2022. The monument is an important symbol of Indonesia's role in international forums and global efforts for economic cooperation and development. The G20 Monument in Nusa Dua also reflects the modernity and cultural diversity of Bali which is capable of hosting large-scale international events.,-8.720837355,115.189225,"-8.720837355013023, 115.18922501332463",FALSE,Sejarah
86,Desa Wisata PALASARI,"https://www.google.com/maps/place/Desa+Wisata+PALASARI/@-8.2528092,113.9640072,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd16776d4dba5c5:0x1b0eb0d9439ebaa0!8m2!3d-8.2528092!4d114.5407894!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJFTW5aWVZtOTNSUkFC4AEA!16s%2Fg%2F11hdbt0hvc?entry=ttu",0,4.6,16,"Jl. Palasari, Ekasari, Kec. Melaya, Kabupaten Jembrana, Bali 82252",15000,0,"The village is located in a tropical forest area in West Bali and is known as the center of Bali's Catholic community. Palasari offers a unique blend of Balinese culture and Catholic traditions, as evidenced by the magnificent St. Paul's Catholic Church with traditional Balinese architecture. The village is also famous for its natural beauty, rice fields and clove groves, as well as its strong local culture.",-8.214073818,114.5284298,"-8.214073818370647, 114.52842978958226",FALSE,Sejarah
87,PANTAI SERIRIT,"https://www.google.com/maps/place/PANTAI+SERIRIT/@-8.183443,114.936145,17z/data=!4m15!1m8!3m7!1s0x2dd19dba92222eb7:0xadab9e12b13d7771!2sPANTAI+SERIRIT!8m2!3d-8.1834483!4d114.9387199!10e1!16s%2Fg%2F11t2b2wk3q!3m5!1s0x2dd19dba92222eb7:0xadab9e12b13d7771!8m2!3d-8.1834483!4d114.9387199!16s%2Fg%2F11t2b2wk3q?entry=ttu",0,4.6,17,"RW8Q+JFH, Seririt, Kec. Seririt, Kabupaten Buleleng, Bali 81153",15000,2,"The beach offers distinctive volcanic black sand and a calm atmosphere, perfect for relaxing and enjoying the ocean view. Seririt Beach is an ideal place for visitors seeking tranquility away from the crowds, with activities such as swimming, strolling by the beach, or simply enjoying the sunset.",-8.183204059,114.9389238,"-8.18320405918783, 114.9389237684516",FALSE,Pantai
88,Putrawan Museum of Art (PUMA),"https://www.google.com/maps/place/Putrawan+Museum+of+Art+(PUMA)/@-8.6085851,115.2020356,14z/data=!4m10!1m2!2m1!1smuseum+di+bali!3m6!1s0x2dd23fa14b752175:0x1d4de902730e1234!8m2!3d-8.6085851!4d115.2380845!15sCg5tdXNldW0gZGkgYmFsaZIBBm11c2V1beABAA!16s%2Fg%2F11b6dplkm2?entry=ttu",0,4.6,19,"Jl. Trenggana No.108, Penatih, Kec. Denpasar Tim., Kota Denpasar, Bali 80237",15000,0,"The museum features a collection of contemporary art from local and international artists. PUMA is an art center that introduces modern and traditional Balinese artworks, including paintings, sculptures, and art installations. The museum frequently organizes art exhibitions and events that provide an in-depth insight into the development of art in Bali and how Balinese artists interact with the global world.",-8.605742155,115.2382561,"-8.605742154864751, 115.23825614939229",FALSE,Sejarah
89,Patung Gajah Mina,"https://www.google.com/maps/place/Patung+Gajah+Mina/@-8.6518906,115.1185632,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd238747bfb7d67:0x7ea156f0d3938764!8m2!3d-8.6518959!4d115.1211381!16s%2Fg%2F11f2gq6jsj?entry=ttu",0,4.6,30,"84XC+6FR, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali",15000,0,"The statue depicts the mythological creature Gajah Mina, a combination of elephant and fish, a symbol that appears frequently in Balinese culture and art. Gajah Mina statues are usually found near temples or other significant areas, reflecting the spiritual beliefs and values of the Balinese people. The statue is also often an attraction due to its unique design and symbolic meaning in Hindu mythology.",-8.651614821,115.1211274,"-8.651614821088478, 115.12112737116428",FALSE,Sejarah
90,Monumen Carangsari,"https://www.google.com/maps/place/Monumen+Carangsari/@-8.4417877,115.2206132,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd223a5e862a0f5:0x7ad651dd9cd7d3d7!8m2!3d-8.441793!4d115.2231881!16s%2Fg%2F11bw1zfs4c?entry=ttu",0,4.6,31,"H65F+77P, Jl. Raya, Carangsari, Kec. Petang, Kabupaten Badung, Bali 80353",20000,0,"Also known as the I Gusti Ngurah Rai Monument, this is the birthplace of National Hero I Gusti Ngurah Rai, who led the troops in the Puputan Margarana War against the Dutch colonizers. The monument honors his heroic struggle and is of historical importance to the Balinese people. Visitors can learn about the history of Bali's independence struggle and the life of I Gusti Ngurah Rai.",-8.441532991,115.2232632,"-8.441532991349149, 115.22326320185006",FALSE,Sejarah
91,Desa Wisata Taro,"https://www.google.com/maps/place/Desa+Wisata+Taro/@-8.3855532,114.9922289,11z/data=!4m11!1m3!2m2!1sdesa+budaya+bali!6e1!3m6!1s0x2dd2219e39f645e5:0x60525b6e16788840!8m2!3d-8.3855532!4d115.28062!15sChBkZXNhIGJ1ZGF5YSBiYWxpWhIiEGRlc2EgYnVkYXlhIGJhbGmSARJ0b3VyaXN0X2F0dHJhY3Rpb26aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTm9hM05ITVdaM0VBReABAA!16s%2Fg%2F11hswhy7f7?entry=ttu",0,4.6,39,"J78J+QH9, Jl. Raya Taro Kaja, Taro, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561",15000,0,"One of Bali's oldest villages, Taro is known for its preserved traditions and culture. Visitors can see traditional village life, farming, and vast bamboo forests. Taro is also famous for its elephant riding experience at the Elephant Safari Park and viewing the Gunung Raung Temple, one of Bali's oldest temples. The village offers an in-depth insight into Balinese life and the natural beauty of the countryside.",-8.372306534,115.2799334,"-8.372306533514472, 115.27993335868001",FALSE,Sejarah
92,Pantai Mejan,"https://www.google.com/maps/place/Pantai+Mejan/@-8.499041,114.9560606,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd22d846ae966ab:0xa9063fd65e23ce0d!8m2!3d-8.4990463!4d114.9586355!16s%2Fg%2F11dftcf0nm?entry=ttu",0,4.6,52,"GX25+9FJ, Jl. Batu Mejan, Lalanglinggah, Kec. Selemadeg Bar., Kabupaten Tabanan, Bali 82162",15000,2,"Also known as Echo Beach, Mejan Beach is famous for its waves that are great for surfing. The beach also offers a variety of restaurants and cafes overlooking the ocean, a perfect place to relax and enjoy the sunset view.",-8.498871218,114.9586355,"-8.49887121820845, 114.95863550000001",FALSE,Pantai
93,Puri Agung Negara Jembrana,"https://www.google.com/maps/place/Puri+Agung+Negara+Jembrana/@-8.3600043,114.6187286,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd162024f0c1a43:0xa9dff39cddc2595c!8m2!3d-8.3600096!4d114.6213035!16s%2Fg%2F11fz9wswxj?entry=ttu",0,4.6,60,"JJQC+XGV, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali 82218",15000,0,"Puri Agung Negara is the royal palace in Jembrana and the cultural and historical center of the region. The castle still retains its beautiful traditional Balinese architecture, complete with distinctive ornaments and detailed carvings. Visitors can explore the castle complex, which includes ceremonial pavilions, historical buildings and extensive gardens, and learn about the history and culture of the Balinese kingdom in Jembrana.",-8.359802611,114.621325,"-8.359802610724826, 114.62132495767143",FALSE,Sejarah
94,"Pantai Karangsewu, Balai Taman Nasional Bali Barat","https://www.google.com/maps/place/Pantai+Karangsewu,+Balai+Taman+Nasional+Bali+Barat/@-8.1713148,113.8675716,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd1433f64d4ec49:0x529fd01aed989175!8m2!3d-8.1713148!4d114.4443538!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGmSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11t6g0_qt2?entry=ttu",0,4.6,76,"RCHV+FPH, Gilimanuk, Kec. Melaya, Kabupaten Jembrana, Bali",15000,2,"The beach is located within the West Bali National Park and offers a pristine natural landscape. Karangsewu Beach is an ideal place to enjoy the beauty of nature, explore the mangroves, and birdwatch.",-8.136649905,114.4457271,"-8.136649905317013, 114.44572709930449",FALSE,Pantai
95,Pantai Umeanyar,"https://www.google.com/maps/place/Pantai+Umeanyar/@-8.1840626,114.9114424,17z/data=!4m15!1m8!3m7!1s0x2dd19dab7b9d2409:0xdc1384f7d8e4eaac!2sPantai+Umeanyar!8m2!3d-8.1840679!4d114.9140173!10e1!16s%2Fg%2F11f6gjrh36!3m5!1s0x2dd19dab7b9d2409:0xdc1384f7d8e4eaac!8m2!3d-8.1840679!4d114.9140173!16s%2Fg%2F11f6gjrh36?entry=ttu",0,4.6,79,"RW87+9JC, Jl. Umeanyar, Umeanyar, Kec. Seririt, Kabupaten Buleleng, Bali 81153",15000,2,"A beach with a calm atmosphere and vast black sand. Umeanyar Beach is known for its underwater beauty, ideal for snorkeling and diving, and stunning sunset views.",-8.183919236,114.9140066,"-8.183919235752853, 114.91400659173718",FALSE,Pantai
96,Patung Triratna Amreta Bhuwana,"https://www.google.com/maps/place/Patung+Triratna+Amreta+Bhuwana/@-8.7375048,115.1578931,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd245cff3908255:0xef77a4fc755a0c65!8m2!3d-8.7375101!4d115.160468!16s%2Fg%2F11k517qhx9?entry=ttu",0,4.6,111,"7566+X5W, Kec. Kuta, Bali",15000,0,"The statue depicts the concept of the Triratna in Buddhism, which means the Three Jewels (Buddha, Dharma, and Sangha). The Triratna Amreta Bhuwana statue symbolizes spirituality and peace, often found around sacred areas or religious complexes. It reflects the universal values honored in the Buddhist tradition and is often a point of pilgrimage for devotees.",-8.737197272,115.1603822,"-8.737197272312567, 115.16038216931423",FALSE,Sejarah
97,Rice Terrace Munduk,"https://www.google.com/maps/place/Rice+Terraces+Munduk/@-8.2713323,115.0526097,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd18665ebd8fe7f:0x2a6bcc835c92f8f8!8m2!3d-8.2713376!4d115.0572231!16s%2Fg%2F11c54mw8j6?entry=ttu",0,4.6,130,"P3H4+FV9, Munduk, Kec. Banjar, Kabupaten Buleleng, Bali 81161",15000,1,"The rice terraces of Munduk offer stunning views of greenery and panoramic mountain views. Munduk is renowned for its pristine natural beauty, with waterfalls and coffee plantations surrounding the rice fields. The terraces are a popular spot for trekking and photography, providing an immersive experience of Bali's peaceful and lush rural life.",-8.271231436,115.0572338,"-8.271231436270213, 115.05723384940863",FALSE,Taman
98,Pura Luhur Srijong,"https://www.google.com/maps/place/Pura+Luhur+Srijong/@-8.52591,114.9888459,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd23221864bbb75:0x4ca57d4a460f3e06!8m2!3d-8.5259153!4d114.9934593!16s%2Fg%2F11b7l1x881?entry=ttu",0,4.6,130,"FXFV+J9P, Antap, Kec. Selemadeg, Kabupaten Tabanan, Bali 82162",0,0,Pura Luhur Srijong is a sea temple located on a cliff with a view overlooking the Indian Ocean. The temple is an important place for Balinese Hindus to pray and ask for salvation. The temple's dramatic location and beautiful ocean views make it a popular place to meditate and enjoy tranquility.,-8.525612907,114.9934378,"-8.525612907171489, 114.99343784232856",FALSE,Pura
99,Pura Perancak,"https://www.google.com/maps/place/Pura+Perancak/@-8.40121,114.6084975,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd3df2ee5e2bb2b:0x7581ba5c0f90d148!8m2!3d-8.4012153!4d114.6110724!16s%2Fm%2F05szr_q?entry=ttu",0,4.6,141,"Perancak, Kec. Jembrana, Kabupaten Jembrana, Bali",15000,0,"Perancak Temple is known as the historical place where Dang Hyang Nirartha, an important Hindu religious figure, first landed in Bali in the 16th century. The temple is located near the mouth of the river and surrounded by beautiful surroundings. Visitors can experience the spiritual serenity and beauty of the temple's distinctive architecture, as well as learn more about Bali's religious history.",-8.400923423,114.6111153,"-8.400923422941483, 114.6111153153429",FALSE,Pura
